,TC,date,lbl,datedelta
69096,TNST285TC574,2019-12-14,f,11
69097,TNST285TC575,2018-10-22,f,159
69098,TNST285TC587,2017-11-08,f,1242
69099,TNST285TC587,2018-09-19,f,315
69100,TNST285TC591,2019-06-29,f,184
69101,TNST285TC591,2019-06-29,f,0
69102,TNST285TC592,2017-07-13,f,1124
69103,TNST285TC592,2017-10-18,f,97
69104,TNST285TC592,2018-07-30,f,285
69105,TNST285TC592,2018-10-22,f,84
69106,TNST285TC592,2019-01-07,f,77
69107,TNST285TC592,2019-07-18,f,192
69108,TNST285TC597,2018-11-01,f,16
69109,TNST285TC601,2017-08-11,f,1153
69110,TNST285TC602,2016-02-28,f,623
69111,TNST285TC605,2016-08-02,f,779
69112,TNST285TC608,2016-04-14,f,669
69113,TNST285TC608,2016-06-16,f,63
69114,TNST285TC608,2016-08-30,f,75
69115,TNST285TC608,2016-09-09,f,1
69116,TNST285TC608,2017-03-04,f,176
69117,TNST285TC608,2017-03-22,f,18
69118,TNST285TC608,2017-05-03,f,42
69119,TNST285TC608,2017-08-04,f,93
69120,TNST285TC608,2017-08-04,f,0
69121,TNST285TC608,2018-01-07,f,156
69122,TNST285TC608,2018-02-25,f,49
69123,TNST285TC608,2019-04-05,f,404
69124,TNST285TC611,2016-03-06,f,63
69125,TNST285TC611,2017-10-07,f,58
69126,TNST285TC612,2016-05-09,f,694
69127,TNST285TC612,2016-08-06,f,89
69128,TNST285TC615,2019-12-22,f,2016
69129,TNST285TC616,2019-12-15,f,2009
69130,TNST285TC617,2017-10-10,f,1213
69131,TNST285TC618,2018-09-27,f,1565
69132,TNST285TC618,2019-10-18,f,386
69133,TNST285TC621,2016-04-03,f,658
69134,TNST285TC621,2016-07-21,f,109
69135,TNST285TC621,2016-11-01,f,103
69136,TNST285TC621,2019-09-10,f,1043
69137,TNST285TC622,2016-06-12,f,728
69138,TNST285TC622,2016-08-14,f,63
69139,TNST285TC622,2019-08-30,f,1111
69140,TNST285TC622,2019-09-27,f,28
69141,TNST285TC622,2019-12-30,f,94
69142,TNST285TC624,2016-05-28,f,713
69143,TNST285TC624,2016-11-30,f,186
69144,TNST285TC624,2017-02-15,f,77
69145,TNST285TC624,2017-05-01,f,75
69146,TNST285TC624,2017-05-21,f,2
69147,TNST285TC624,2017-06-08,f,18
69148,TNST285TC624,2017-06-29,f,21
69149,TNST285TC624,2017-07-16,f,17
69150,TNST285TC624,2017-09-09,f,55
69151,TNST285TC624,2017-11-06,f,58
69152,TNST285TC624,2017-11-14,f,8
69153,TNST285TC624,2017-11-16,f,2
69154,TNST285TC624,2017-12-19,f,33
69155,TNST285TC624,2018-01-16,f,28
69156,TNST285TC624,2018-03-25,f,68
69157,TNST285TC624,2018-07-22,f,119
69158,TNST285TC625,2017-02-16,f,977
69159,TNST285TC625,2017-04-05,f,48
69160,TNST285TC625,2017-08-25,f,142
69161,TNST285TC625,2017-09-07,f,13
69162,TNST285TC625,2018-06-13,f,279
69163,TNST285TC625,2018-06-20,f,7
69164,TNST285TC625,2018-10-07,f,109
69165,TNST285TC625,2018-10-28,f,21
69166,TNST285TC625,2019-07-12,f,257
69167,TNST285TC625,2019-11-07,f,118
69168,TNST285TC625,2019-12-17,f,4
69169,TNST285TC631,2015-05-12,f,331
69170,TNST285TC631,2017-12-06,f,939
69171,TNST285TC631,2018-02-04,f,6
69172,TNST285TC631,2018-04-27,f,82
69173,TNST285TC631,2019-11-20,f,572
69174,TNST285TC631,2019-12-29,f,39
69175,TNST285TC632,2016-09-20,f,859
69176,TNST285TC632,2017-02-09,f,142
69177,TNST285TC632,2017-07-09,f,15
69178,TNST285TC632,2018-08-23,f,41
69179,TNST285TC635,2019-05-22,f,1802
69180,TNST285TC642,2016-02-19,f,614
69181,TNST285TC642,2017-02-05,f,352
69182,TNST285TC642,2017-02-05,f,0
69183,TNST285TC642,2017-06-22,f,137
69184,TNST285TC643,2018-02-18,f,1344
69185,TNST285TC648,2016-01-06,f,57
69186,TNST285TC648,2016-04-06,f,91
69187,TNST285TC648,2017-03-07,f,335
69188,TNST285TC648,2017-06-04,f,89
69189,TNST285TC648,2017-10-18,f,136
69190,TNST285TC648,2018-01-07,f,81
69191,TNST285TC648,2018-02-06,f,3
69192,TNST285TC648,2018-04-24,f,77
69193,TNST285TC648,2018-06-13,f,5
69194,TNST285TC648,2018-06-29,f,16
69195,TNST285TC648,2018-07-13,f,14
69196,TNST285TC648,2018-09-06,f,55
69197,TNST285TC649,2016-12-29,f,928
69198,TNST285TC649,2016-12-30,f,1
69199,TNST285TC649,2017-02-01,f,33
69200,TNST285TC649,2017-05-08,f,96
69201,TNST285TC649,2017-05-08,f,0
69202,TNST285TC652,2015-11-28,f,531
69203,TNST285TC652,2015-12-26,f,28
69204,TNST285TC653,2016-12-14,f,913
69205,TNST285TC658,2015-12-21,f,554
69206,TNST285TC662,2016-01-11,f,575
69207,TNST285TC662,2017-05-22,f,497
69208,TNST285TC662,2017-08-16,f,86
69209,TNST285TC662,2017-10-05,f,5
69210,TNST285TC662,2019-01-27,f,479
69211,TNST285TC663,2017-03-05,f,994
69212,TNST285TC663,2017-05-05,f,61
69213,TNST285TC664,2016-10-06,f,875
69214,TNST285TC664,2018-06-01,f,603
69215,TNST285TC664,2018-12-29,f,211
69216,TNST285TC666,2017-09-12,f,1185
69217,TNST285TC669,2016-03-16,f,64
69218,TNST285TC669,2017-06-23,f,464
69219,TNST285TC671,2017-03-10,f,999
69220,TNST285TC671,2017-09-17,f,191
69221,TNST285TC671,2018-06-29,f,285
69222,TNST285TC671,2018-09-21,f,84
69223,TNST285TC671,2019-07-18,f,3
69224,TNST285TC677,2016-02-09,f,604
69225,TNST285TC677,2016-03-12,f,32
69226,TNST285TC677,2016-05-05,f,54
69227,TNST285TC677,2016-07-15,f,71
69228,TNST285TC677,2016-11-26,f,134
69229,TNST285TC677,2017-01-03,f,38
69230,TNST285TC677,2017-01-06,f,3
69231,TNST285TC677,2017-01-08,f,2
69232,TNST285TC677,2017-03-06,f,57
69233,TNST285TC677,2017-03-28,f,22
69234,TNST285TC677,2017-04-01,f,4
69235,TNST285TC677,2017-04-22,f,21
69236,TNST285TC677,2017-04-29,f,7
69237,TNST285TC677,2017-05-05,f,6
69238,TNST285TC677,2017-05-27,f,22
69239,TNST285TC677,2017-07-01,f,35
69240,TNST285TC677,2017-07-13,f,12
69241,TNST285TC677,2017-07-18,f,5
69242,TNST285TC677,2017-07-26,f,8
69243,TNST285TC677,2017-08-13,f,18
69244,TNST285TC677,2017-08-16,f,3
69245,TNST285TC677,2017-08-22,f,6
69246,TNST285TC677,2017-09-21,f,3
69247,TNST285TC677,2017-10-06,f,15
69248,TNST285TC677,2017-11-15,f,4
69249,TNST285TC677,2017-12-03,f,18
69250,TNST285TC677,2017-12-14,f,11
69251,TNST285TC677,2017-12-16,f,2
69252,TNST285TC677,2018-04-26,f,131
69253,TNST285TC677,2018-08-06,f,102
69254,TNST285TC677,2018-10-01,f,56
69255,TNST285TC677,2018-11-05,f,35
69256,TNST285TC677,2019-07-13,f,25
69257,TNST285TC677,2019-07-14,f,1
69258,TNST285TC679,2015-01-12,f,211
69259,TNST285TC679,2016-06-14,f,519
69260,TNST285TC679,2018-07-16,f,762
69261,TNST285TC682,2017-03-10,f,999
69262,TNST285TC682,2018-03-12,f,367
69263,TNST285TC682,2018-11-18,f,251
69264,TNST285TC682,2019-05-21,f,184
69265,TNST285TC682,2019-05-22,f,1
69266,TNST285TC682,2019-08-23,f,93
69267,TNST285TC687,2019-04-28,f,1778
69268,TNST285TC692,2018-03-01,f,1355
69269,TNST285TC693,2019-05-26,f,1806
69270,TNST285TC694,2016-07-24,f,77
69271,TNST285TC694,2016-08-03,f,1
69272,TNST285TC694,2018-04-11,f,616
69273,TNST285TC697,2016-05-26,f,711
69274,TNST285TC697,2016-05-27,f,1
69275,TNST285TC697,2016-06-18,f,22
69276,TNST285TC697,2016-07-25,f,37
69277,TNST285TC697,2018-12-03,f,861
69278,TNST285TC698,2017-01-31,f,961
69279,TNST285TC706,2019-06-29,f,184
69280,TNST285TC713,2019-03-02,f,1721
69281,TNST285TC714,2017-04-28,f,1048
69282,TNST285TC731,2019-04-27,f,1777
69283,TNST285TC731,2019-08-30,f,125
69284,TNST285TC736,2019-04-30,f,178
69285,TNST285TC747,2016-04-30,f,685
69286,TNST285TC753,2017-03-05,f,994
69287,TNST285TC757,2017-09-25,f,1198
69288,TNST285TC757,2018-08-11,f,32
69289,TNST285TC757,2018-12-11,f,122
69290,TNST285TC757,2019-01-23,f,43
69291,TNST285TC757,2019-01-23,f,0
69292,TNST285TC757,2019-06-22,f,15
69293,TNST285TC757,2019-10-15,f,115
69294,TNST285TC757,2019-10-20,f,5
69295,TNST285TC770,2017-08-28,f,117
69296,TNST285TC776,2019-08-10,f,1882
69297,TNST285TC777,2017-03-10,f,999
69298,TNST285TC789,2019-05-21,f,1801
69299,TNST285TC802,2016-09-21,f,829
69300,TNST285TC807,2017-10-11,f,1214
69301,TNST285TC810,2017-03-21,f,101
69302,TNST285TC824,2019-06-28,f,1839
69303,TNST285TC836,2019-12-28,f,2022
69304,TNST285TC843,2016-11-08,f,877
69305,TNST285TC853,2017-11-14,f,1248
69306,TNST285TC853,2019-01-23,f,435
69307,TNST285TC864,2019-12-18,f,2012
69308,TNST285TC867,2017-03-03,f,992
69309,TNST285TC916,2018-09-20,f,1558
69310,TNST285TC916,2019-04-12,f,204
69311,TNST285TC916,2019-10-18,f,189
69312,TNST285TC916,2019-10-18,f,0
69313,TNST285TC916,2019-10-24,f,6
69314,TNST285TC916,2019-10-24,f,0
69315,TNST286TC1005,2019-04-28,f,1778
69316,TNST286TC1010,2019-09-23,f,1926
69317,TNST286TC1010,2019-09-26,f,3
69318,TNST286TC1010,2019-09-30,f,4
69319,TNST286TC1010,2019-11-16,f,47
69320,TNST286TC1027,2018-12-10,f,1639
69321,TNST286TC1030,2018-11-30,f,1629
69322,TNST286TC1034,2018-12-22,f,1651
69323,TNST286TC1054,2019-10-30,f,1963
69324,TNST286TC1109,2019-01-09,f,1669
69325,TNST286TC140,2018-09-29,f,1567
69326,TNST286TC255,2018-12-20,f,1649
69327,TNST286TC255,2019-07-22,f,214
69328,TNST286TC420,2016-12-20,f,919
69329,TNST286TC420,2018-12-23,f,733
69330,TNST286TC427,2017-06-09,f,109
69331,TNST286TC427,2019-02-11,f,612
69332,TNST286TC427,2019-11-11,f,273
69333,TNST286TC427,2019-12-11,f,3
69334,TNST286TC434,2016-01-11,f,575
69335,TNST286TC508,2017-07-13,f,1124
69336,TNST286TC508,2018-09-21,f,435
69337,TNST286TC508,2018-11-10,f,5
69338,TNST286TC508,2019-01-17,f,68
69339,TNST286TC508,2019-01-18,f,1
69340,TNST286TC508,2019-07-13,f,176
69341,TNST286TC508,2019-07-13,f,0
69342,TNST286TC508,2019-07-14,f,1
69343,TNST286TC508,2019-07-17,f,3
69344,TNST286TC508,2019-07-18,f,1
69345,TNST286TC508,2019-11-12,f,117
69346,TNST286TC558,2019-09-26,f,1929
69347,TNST286TC568,2016-06-12,f,728
69348,TNST286TC568,2016-12-07,f,178
69349,TNST286TC568,2017-03-21,f,104
69350,TNST286TC568,2017-03-27,f,6
69351,TNST286TC568,2019-08-16,f,872
69352,TNST286TC569,2016-06-26,f,742
69353,TNST286TC571,2015-11-28,f,531
69354,TNST286TC571,2016-06-19,f,204
69355,TNST286TC571,2016-07-10,f,21
69356,TNST286TC571,2016-08-15,f,36
69357,TNST286TC571,2016-08-29,f,14
69358,TNST286TC571,2016-08-29,f,0
69359,TNST286TC571,2016-09-10,f,12
69360,TNST286TC571,2016-10-31,f,51
69361,TNST286TC571,2017-03-21,f,141
69362,TNST286TC571,2017-06-14,f,85
69363,TNST286TC571,2017-06-16,f,2
69364,TNST286TC571,2017-07-03,f,17
69365,TNST286TC571,2017-07-03,f,0
69366,TNST286TC571,2017-07-06,f,3
69367,TNST286TC571,2017-07-08,f,2
69368,TNST286TC571,2017-07-10,f,2
69369,TNST286TC571,2017-07-12,f,2
69370,TNST286TC571,2017-08-12,f,31
69371,TNST286TC571,2017-09-06,f,25
69372,TNST286TC571,2017-09-06,f,0
69373,TNST286TC571,2017-09-12,f,6
69374,TNST286TC571,2017-10-16,f,34
69375,TNST286TC571,2018-01-18,f,94
69376,TNST286TC571,2018-07-04,f,167
69377,TNST286TC571,2018-08-23,f,5
69378,TNST286TC571,2018-08-24,f,1
69379,TNST286TC571,2018-10-13,f,5
69380,TNST286TC571,2018-10-25,f,12
69381,TNST286TC571,2018-12-25,f,61
69382,TNST286TC571,2019-01-22,f,28
69383,TNST286TC571,2019-04-08,f,76
69384,TNST286TC571,2019-05-05,f,27
69385,TNST286TC571,2019-05-05,f,0
69386,TNST286TC571,2019-06-08,f,34
69387,TNST286TC571,2019-09-09,f,93
69388,TNST286TC571,2019-10-12,f,33
69389,TNST286TC571,2019-11-05,f,24
69390,TNST286TC573,2018-04-09,f,1394
69391,TNST286TC574,2018-04-09,f,1394
69392,TNST286TC575,2016-04-27,f,682
69393,TNST286TC575,2018-11-06,f,923
69394,TNST286TC575,2019-01-29,f,84
69395,TNST286TC575,2019-01-30,f,1
69396,TNST286TC575,2019-02-16,f,17
69397,TNST286TC575,2019-06-02,f,106
69398,TNST286TC575,2019-07-02,f,3
69399,TNST286TC575,2019-07-02,f,0
69400,TNST286TC575,2019-09-02,f,62
69401,TNST286TC575,2019-09-11,f,9
69402,TNST286TC575,2019-09-11,f,0
69403,TNST286TC575,2019-10-23,f,42
69404,TNST286TC575,2019-11-11,f,19
69405,TNST286TC578,2016-06-26,f,742
69406,TNST286TC578,2017-08-16,f,416
69407,TNST286TC578,2017-08-31,f,15
69408,TNST286TC578,2018-02-10,f,163
69409,TNST286TC578,2018-12-10,f,303
69410,TNST286TC578,2019-04-08,f,119
69411,TNST286TC578,2019-09-19,f,164
69412,TNST286TC587,2018-05-02,f,1417
69413,TNST286TC587,2018-12-21,f,233
69414,TNST286TC587,2019-10-16,f,299
69415,TNST286TC590,2016-06-01,f,717
69416,TNST286TC591,2018-09-22,f,156
69417,TNST286TC591,2019-03-08,f,167
69418,TNST286TC591,2019-03-10,f,2
69419,TNST286TC591,2019-10-13,f,217
69420,TNST286TC592,2018-08-20,f,1527
69421,TNST286TC592,2019-09-08,f,384
69422,TNST286TC597,2016-04-02,f,657
69423,TNST286TC597,2016-09-06,f,157
69424,TNST286TC597,2018-12-20,f,835
69425,TNST286TC601,2016-07-22,f,768
69426,TNST286TC601,2017-05-09,f,291
69427,TNST286TC601,2018-08-20,f,468
69428,TNST286TC601,2018-09-30,f,41
69429,TNST286TC601,2019-07-09,f,282
69430,TNST286TC601,2019-10-11,f,94
69431,TNST286TC603,2016-06-01,f,717
69432,TNST286TC603,2016-07-25,f,54
69433,TNST286TC605,2018-07-09,f,1485
69434,TNST286TC606,2017-02-08,f,969
69435,TNST286TC608,2016-09-25,f,833
69436,TNST286TC608,2018-09-05,f,71
69437,TNST286TC611,2016-06-12,f,728
69438,TNST286TC611,2016-10-11,f,121
69439,TNST286TC611,2017-02-10,f,122
69440,TNST286TC611,2019-03-18,f,766
69441,TNST286TC611,2019-09-28,f,194
69442,TNST286TC612,2016-01-16,f,58
69443,TNST286TC612,2017-05-29,f,499
69444,TNST286TC612,2018-12-21,f,571
69445,TNST286TC612,2019-06-23,f,184
69446,TNST286TC612,2019-08-16,f,54
69447,TNST286TC614,2017-03-09,f,998
69448,TNST286TC614,2017-03-21,f,12
69449,TNST286TC614,2017-06-22,f,93
69450,TNST286TC614,2017-07-28,f,36
69451,TNST286TC614,2018-06-09,f,316
69452,TNST286TC616,2019-11-17,f,1981
69453,TNST286TC618,2018-02-02,f,1328
69454,TNST286TC619,2019-10-16,f,1949
69455,TNST286TC621,2016-03-12,f,636
69456,TNST286TC621,2017-05-16,f,43
69457,TNST286TC621,2018-02-02,f,262
69458,TNST286TC621,2018-05-09,f,96
69459,TNST286TC622,2016-04-14,f,669
69460,TNST286TC622,2016-06-01,f,48
69461,TNST286TC622,2016-08-29,f,89
69462,TNST286TC622,2016-08-29,f,0
69463,TNST286TC622,2016-11-14,f,77
69464,TNST286TC622,2017-02-13,f,91
69465,TNST286TC622,2017-02-21,f,8
69466,TNST286TC622,2017-03-11,f,18
69467,TNST286TC622,2017-05-06,f,56
69468,TNST286TC622,2017-07-03,f,58
69469,TNST286TC622,2017-09-07,f,66
69470,TNST286TC622,2017-10-02,f,25
69471,TNST286TC622,2017-11-01,f,3
69472,TNST286TC622,2018-02-10,f,101
69473,TNST286TC622,2018-03-17,f,35
69474,TNST286TC622,2018-05-30,f,74
69475,TNST286TC622,2018-06-02,f,3
69476,TNST286TC622,2018-06-26,f,24
69477,TNST286TC622,2018-07-25,f,29
69478,TNST286TC622,2018-09-27,f,64
69479,TNST286TC622,2018-10-14,f,17
69480,TNST286TC622,2018-11-29,f,46
69481,TNST286TC622,2018-12-02,f,3
69482,TNST286TC622,2019-07-30,f,24
69483,TNST286TC622,2019-09-22,f,54
69484,TNST286TC622,2019-09-24,f,2
69485,TNST286TC623,2019-10-11,f,1944
69486,TNST286TC625,2016-04-16,f,671
69487,TNST286TC625,2016-04-16,f,0
69488,TNST286TC625,2017-06-13,f,423
69489,TNST286TC625,2017-06-26,f,13
69490,TNST286TC625,2017-11-20,f,147
69491,TNST286TC625,2018-08-08,f,261
69492,TNST286TC625,2018-11-21,f,105
69493,TNST286TC625,2019-06-28,f,219
69494,TNST286TC625,2019-06-29,f,1
69495,TNST286TC625,2019-09-01,f,64
69496,TNST286TC630,2019-06-10,f,1821
69497,TNST286TC630,2019-06-24,f,14
69498,TNST286TC631,2016-10-28,f,866
69499,TNST286TC631,2017-06-09,f,224
69500,TNST286TC631,2017-09-01,f,84
69501,TNST286TC631,2017-10-09,f,38
69502,TNST286TC631,2017-12-01,f,53
69503,TNST286TC631,2018-01-03,f,33
69504,TNST286TC631,2018-03-26,f,82
69505,TNST286TC631,2018-05-31,f,66
69506,TNST286TC631,2018-06-30,f,3
69507,TNST286TC631,2019-01-10,f,194
69508,TNST286TC631,2019-02-01,f,22
69509,TNST286TC631,2019-02-21,f,2
69510,TNST286TC631,2019-09-13,f,204
69511,TNST286TC632,2015-01-12,f,211
69512,TNST286TC632,2015-02-12,f,31
69513,TNST286TC632,2016-10-31,f,627
69514,TNST286TC632,2017-10-24,f,358
69515,TNST286TC632,2019-01-21,f,454
69516,TNST286TC632,2019-01-22,f,1
69517,TNST286TC632,2019-01-22,f,0
69518,TNST286TC632,2019-05-01,f,99
69519,TNST286TC634,2016-02-18,f,613
69520,TNST286TC634,2019-06-10,f,1208
69521,TNST286TC634,2019-08-18,f,69
69522,TNST286TC634,2019-10-27,f,7
69523,TNST286TC635,2019-09-28,f,1931
69524,TNST286TC637,2016-08-06,f,783
69525,TNST286TC637,2019-08-16,f,1105
69526,TNST286TC640,2017-11-03,f,1237
69527,TNST286TC640,2019-02-21,f,475
69528,TNST286TC640,2019-04-05,f,43
69529,TNST286TC640,2019-04-16,f,11
69530,TNST286TC640,2019-04-21,f,5
69531,TNST286TC642,2016-11-19,f,888
69532,TNST286TC642,2016-12-22,f,33
69533,TNST286TC642,2018-05-02,f,496
69534,TNST286TC642,2018-10-07,f,158
69535,TNST286TC642,2019-02-19,f,135
69536,TNST286TC642,2019-08-03,f,165
69537,TNST286TC643,2016-11-18,f,887
69538,TNST286TC646,2016-06-26,f,742
69539,TNST286TC646,2017-03-21,f,268
69540,TNST286TC646,2019-02-16,f,697
69541,TNST286TC648,2018-08-20,f,1527
69542,TNST286TC648,2019-01-15,f,148
69543,TNST286TC648,2019-02-01,f,17
69544,TNST286TC648,2019-09-08,f,219
69545,TNST286TC648,2019-09-08,f,0
69546,TNST286TC648,2019-09-29,f,21
69547,TNST286TC650,2019-09-16,f,1919
69548,TNST286TC652,2019-09-09,f,1912
69549,TNST286TC655,2017-07-11,f,1122
69550,TNST286TC656,2016-08-16,f,793
69551,TNST286TC658,2016-06-01,f,717
69552,TNST286TC658,2019-03-30,f,1032
69553,TNST286TC662,2015-12-31,f,564
69554,TNST286TC662,2016-04-16,f,107
69555,TNST286TC662,2016-12-31,f,259
69556,TNST286TC662,2017-01-01,f,1
69557,TNST286TC662,2017-11-30,f,333
69558,TNST286TC662,2018-03-26,f,116
69559,TNST286TC662,2019-05-02,f,402
69560,TNST286TC662,2019-08-09,f,99
69561,TNST286TC662,2019-10-15,f,67
69562,TNST286TC663,2015-12-16,f,549
69563,TNST286TC663,2018-12-22,f,1102
69564,TNST286TC664,2016-01-01,f,565
69565,TNST286TC664,2019-09-15,f,1353
69566,TNST286TC664,2019-09-15,f,0
69567,TNST286TC664,2019-09-15,f,0
69568,TNST286TC664,2019-09-16,f,1
69569,TNST286TC664,2019-09-16,f,0
69570,TNST286TC667,2016-04-14,f,669
69571,TNST286TC667,2017-03-11,f,331
69572,TNST286TC667,2017-08-30,f,172
69573,TNST286TC667,2019-09-08,f,739
69574,TNST286TC667,2019-09-09,f,1
69575,TNST286TC667,2019-10-10,f,31
69576,TNST286TC669,2017-07-03,f,1114
69577,TNST286TC669,2019-01-09,f,555
69578,TNST286TC670,2018-10-14,f,1582
69579,TNST286TC670,2019-07-13,f,272
69580,TNST286TC670,2019-07-21,f,8
69581,TNST286TC670,2019-09-15,f,56
69582,TNST286TC670,2019-10-23,f,38
69583,TNST286TC671,2016-08-31,f,808
69584,TNST286TC671,2016-10-08,f,38
69585,TNST286TC671,2016-10-28,f,2
69586,TNST286TC671,2016-11-16,f,19
69587,TNST286TC671,2017-06-11,f,207
69588,TNST286TC673,2016-12-21,f,92
69589,TNST286TC677,2017-02-22,f,983
69590,TNST286TC677,2019-01-05,f,682
69591,TNST286TC677,2019-02-13,f,39
69592,TNST286TC677,2019-02-14,f,1
69593,TNST286TC677,2019-02-17,f,3
69594,TNST286TC677,2019-02-17,f,0
69595,TNST286TC677,2019-02-20,f,3
69596,TNST286TC677,2019-02-27,f,7
69597,TNST286TC677,2019-02-28,f,1
69598,TNST286TC677,2019-03-05,f,5
69599,TNST286TC677,2019-03-05,f,0
69600,TNST286TC677,2019-03-18,f,13
69601,TNST286TC677,2019-03-21,f,3
69602,TNST286TC677,2019-03-22,f,1
69603,TNST286TC677,2019-03-23,f,1
69604,TNST286TC677,2019-03-24,f,1
69605,TNST286TC677,2019-03-25,f,1
69606,TNST286TC677,2019-04-05,f,11
69607,TNST286TC677,2019-05-25,f,5
69608,TNST286TC677,2019-10-28,f,156
69609,TNST286TC677,2019-11-02,f,5
69610,TNST286TC679,2018-07-02,f,1478
69611,TNST286TC679,2019-01-09,f,191
69612,TNST286TC679,2019-09-02,f,236
69613,TNST286TC682,2019-01-03,f,1663
69614,TNST286TC682,2019-03-18,f,74
69615,TNST286TC682,2019-04-06,f,19
69616,TNST286TC682,2019-06-11,f,66
69617,TNST286TC682,2019-07-10,f,29
69618,TNST286TC682,2019-07-11,f,1
69619,TNST286TC682,2019-09-10,f,61
69620,TNST286TC682,2019-10-14,f,34
69621,TNST286TC682,2019-10-21,f,7
69622,TNST286TC682,2019-11-10,f,2
69623,TNST286TC692,2018-10-24,f,1592
69624,TNST286TC694,2019-09-16,f,1919
69625,TNST286TC699,2019-10-23,f,1956
69626,TNST286TC699,2019-10-26,f,3
69627,TNST286TC699,2019-10-26,f,0
69628,TNST286TC700,2019-12-22,f,2016
69629,TNST286TC702,2019-06-30,f,1841
69630,TNST286TC702,2019-07-18,f,18
69631,TNST286TC708,2019-12-10,f,2004
69632,TNST286TC710,2017-04-28,f,1048
69633,TNST286TC712,2015-11-12,f,515
69634,TNST286TC713,2019-06-05,f,1816
69635,TNST286TC716,2015-12-14,f,547
69636,TNST286TC716,2017-05-23,f,526
69637,TNST286TC716,2018-06-03,f,376
69638,TNST286TC716,2018-07-03,f,3
69639,TNST286TC721,2018-01-31,f,1326
69640,TNST286TC721,2019-03-14,f,407
69641,TNST286TC721,2019-06-29,f,107
69642,TNST286TC725,2019-09-09,f,1912
69643,TNST286TC726,2018-05-09,f,1424
69644,TNST286TC726,2018-08-24,f,107
69645,TNST286TC726,2019-03-08,f,196
69646,TNST286TC731,2019-06-10,f,1821
69647,TNST286TC748,2019-10-22,f,1955
69648,TNST286TC748,2019-10-24,f,2
69649,TNST286TC748,2019-10-24,f,0
69650,TNST286TC748,2019-10-24,f,0
69651,TNST286TC748,2019-10-25,f,1
69652,TNST286TC756,2019-09-20,f,1923
69653,TNST286TC757,2017-04-25,f,1045
69654,TNST286TC757,2018-03-31,f,34
69655,TNST286TC757,2018-09-06,f,159
69656,TNST286TC775,2018-02-11,f,1337
69657,TNST286TC776,2018-08-24,f,1531
69658,TNST286TC776,2019-12-10,f,473
69659,TNST286TC795,2019-01-31,f,1691
69660,TNST286TC799,2019-01-03,f,1663
69661,TNST286TC799,2019-06-02,f,15
69662,TNST286TC804,2017-08-19,f,1161
69663,TNST286TC807,2018-12-02,f,1631
69664,TNST286TC810,2016-11-18,f,887
69665,TNST286TC810,2019-04-08,f,871
69666,TNST286TC811,2016-11-18,f,887
69667,TNST286TC811,2016-11-28,f,1
69668,TNST286TC811,2017-01-12,f,45
69669,TNST286TC811,2018-01-29,f,382
69670,TNST286TC811,2019-11-13,f,653
69671,TNST286TC811,2019-12-25,f,42
69672,TNST286TC817,2019-10-11,f,1944
69673,TNST286TC817,2019-10-27,f,16
69674,TNST286TC841,2019-08-11,f,1883
69675,TNST286TC851,2017-04-23,f,1043
69676,TNST286TC853,2017-01-11,f,941
69677,TNST286TC871,2019-02-23,f,1714
69678,TNST286TC871,2019-03-17,f,22
69679,TNST286TC871,2019-03-20,f,3
69680,TNST286TC871,2019-12-02,f,257
69681,TNST286TC881,2016-12-21,f,92
69682,TNST286TC881,2019-09-09,f,992
69683,TNST286TC892,2019-07-30,f,1871
69684,TNST286TC908,2019-09-29,f,1932
69685,TNST286TC942,2018-06-09,f,1455
69686,TNST287TC1007,2018-06-27,f,1473
69687,TNST287TC1008,2018-06-28,f,1474
69688,TNST287TC1040,2019-05-18,f,1798
69689,TNST287TC1040,2019-05-19,f,1
69690,TNST287TC1049,2019-01-10,f,167
69691,TNST287TC140,2017-03-10,f,999
69692,TNST287TC255,2019-06-14,f,1825
69693,TNST287TC265,2019-08-28,f,19
69694,TNST287TC331,2016-08-18,f,795
69695,TNST287TC420,2018-08-11,f,1518
69696,TNST287TC427,2018-06-07,f,1453
69697,TNST287TC434,2015-12-16,f,549
69698,TNST287TC434,2017-07-02,f,564
69699,TNST287TC434,2019-08-29,f,788
69700,TNST287TC571,2016-01-06,f,57
69701,TNST287TC571,2016-07-15,f,191
69702,TNST287TC571,2016-11-09,f,117
69703,TNST287TC571,2016-12-06,f,27
69704,TNST287TC571,2018-06-17,f,558
69705,TNST287TC571,2019-05-14,f,331
69706,TNST287TC571,2019-08-01,f,79
69707,TNST287TC571,2019-09-23,f,53
69708,TNST287TC571,2019-10-03,f,1
69709,TNST287TC573,2018-01-24,f,1319
69710,TNST287TC573,2019-06-11,f,503
69711,TNST287TC573,2019-12-07,f,179
69712,TNST287TC573,2019-12-12,f,5
69713,TNST287TC573,2019-12-14,f,2
69714,TNST287TC573,2019-12-14,f,0
69715,TNST287TC573,2019-12-14,f,0
69716,TNST287TC574,2018-01-24,f,1319
69717,TNST287TC574,2019-06-11,f,503
69718,TNST287TC574,2019-12-07,f,179
69719,TNST287TC574,2019-12-12,f,5
69720,TNST287TC574,2019-12-14,f,2
69721,TNST287TC574,2019-12-14,f,0
69722,TNST287TC574,2019-12-14,f,0
69723,TNST287TC575,2019-03-04,f,1723
69724,TNST287TC575,2019-05-17,f,74
69725,TNST287TC585,2019-05-31,f,1811
