ObjectPartCode,TRAINSET,Fault_code,Plant section,MaintPlant,Date,Month,Year,Fdate,LABEL
TC571,TNST247,FC177,PS3,LN1,19,11,2019,19/11/19,f
TC134,TNST116,FC104,PS1,LN1,20,11,2019,20/11/19,f
TC1061,TNST120,FC106,PS1,LN1,20,11,2019,20/11/19,f
TC625,TNST277,FC178,PS3,LN1,19,11,2019,19/11/19,f
TC625,TNST246,FC178,PS3,LN1,19,11,2019,19/11/19,f
TC622,TNST265,FC179,PS3,LN1,20,11,2019,20/11/19,f
TC113,TNST108,FC102,PS3,LN1,19,11,2019,19/11/19,f
#N/A,TNST265,#N/A,PS3,LN1,20,11,2019,20/11/19,f
TC631,TNST285,FC179,PS2,LN2,20,11,2019,20/11/19,f
TC203,TNST111,FC103,PS1,LN1,20,11,2019,20/11/19,f
TC189,TNST111,FC103,PS1,LN1,20,11,2019,20/11/19,f
TC126,TNST126,FC113,PS1,LN1,19,11,2019,19/11/19,f
TC309,TNST105,FC106,PS3,LN1,19,11,2019,19/11/19,f
TC123,TNST143,FC112,PS4,LN3,19,11,2019,19/11/19,f
TC625,TNST239,FC178,PS3,LN1,20,11,2019,20/11/19,f
TC1036,TNST170,FC102,PS1,LN1,20,11,2019,20/11/19,f
TC126,TNST126,FC113,PS3,LN1,20,11,2019,20/11/19,f
TC573,TNST293,FC178,PS2,LN2,19,11,2019,19/11/19,f
TC574,TNST293,FC178,PS2,LN2,19,11,2019,19/11/19,f
TC573,TNST293,FC178,PS2,LN2,19,11,2019,19/11/19,f
TC574,TNST293,FC178,PS2,LN2,19,11,2019,19/11/19,f
TC102,TNST168,FC101,PS4,LN3,2,11,2019,02/11/19,f
TC102,TNST153,FC101,PS4,LN3,2,11,2019,02/11/19,f
TC125,TNST126,FC112,PS3,LN1,20,11,2019,20/11/19,f
TC293,TNST126,FC104,PS3,LN1,20,11,2019,20/11/19,f
TC946,TNST296,FC203,PS6,LN2,14,11,2019,14/11/19,f
TC587,TNST223,FC184,PS2,LN2,20,11,2019,20/11/19,f
TC571,TNST223,FC177,PS2,LN2,20,11,2019,20/11/19,f
TC592,TNST223,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC434,TNST296,FC203,PS6,LN2,14,11,2019,14/11/19,f
TC420,TNST308,FC174,PS6,LN2,20,11,2019,20/11/19,f
TC256,TNST161,FC118,PS4,LN3,3,11,2019,03/11/19,f
TC359,TNST150,FC111,PS4,LN3,6,11,2019,06/11/19,f
TC256,TNST118,FC118,PS4,LN3,11,11,2019,11/11/19,f
TC270,TNST170,FC111,PS1,LN1,20,11,2019,20/11/19,f
TC625,TNST172,FC178,PS1,LN1,20,11,2019,20/11/19,f
TC101,TNST115,FC101,PS1,LN1,20,11,2019,20/11/19,f
TC463,TNST104,FC101,PS1,LN1,20,11,2019,20/11/19,f
TC113,TNST151,FC102,PS4,LN3,20,11,2019,20/11/19,f
TC916,TNST284,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC573,TNST284,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC574,TNST284,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC916,TNST298,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC573,TNST298,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC574,TNST298,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC674,TNST293,FC178,PS2,LN2,20,11,2019,20/11/19,f
TC625,TNST260,FC178,PS3,LN1,20,11,2019,20/11/19,f
TC157,TNST331,FC101,PS2,LN2,20,11,2019,20/11/19,f
TC597,TNST334,FC174,PS2,LN2,20,11,2019,20/11/19,f
TC126,TNST126,FC113,PS3,LN1,20,11,2019,20/11/19,f
TC719,TNST339,FC183,PS2,LN2,20,11,2019,20/11/19,f
TC101,TNST126,FC101,PS3,LN1,20,11,2019,20/11/19,f
TC625,TNST235,FC178,PS3,LN1,20,11,2019,20/11/19,f
TC625,TNST208,FC178,PS3,LN1,20,11,2019,20/11/19,f
TC1010,TNST265,FC191,PS3,LN1,21,11,2019,21/11/19,f
TC781,TNST244,FC184,PS3,LN1,7,9,2019,07/09/19,f
#N/A,TNST266,#N/A,PS3,LN1,6,9,2019,06/09/19,f
TC637,TNST238,FC186,PS3,LN1,6,9,2019,06/09/19,f
TC622,TNST243,FC179,PS3,LN1,6,9,2019,06/09/19,f
TC592,TNST296,FC178,PS6,LN2,20,11,2019,20/11/19,f
TC873,TNST244,FC179,PS3,LN1,7,9,2019,07/09/19,f
TC284,TNST126,FC113,PS3,LN1,21,11,2019,21/11/19,f
TC573,TNST245,FC178,PS3,LN1,21,11,2019,21/11/19,f
TC679,TNST253,FC198,PS3,LN1,21,11,2019,21/11/19,f
TC126,TNST156,FC113,PS4,LN3,20,11,2019,20/11/19,f
TC769,TNST155,FC209,PS4,LN3,20,11,2019,20/11/19,f
TC326,TNST156,FC106,PS4,LN3,20,11,2019,20/11/19,f
TC790,TNST225,FC170,PS8,LN5,21,11,2019,21/11/19,f
TC434,TNST259,FC203,PS2,LN2,21,11,2019,21/11/19,f
TC671,TNST223,FC184,PS2,LN2,21,11,2019,21/11/19,f
TC203,TNST170,FC103,PS1,LN1,20,11,2019,20/11/19,f
TC592,TNST194,FC178,PS1,LN1,21,11,2019,21/11/19,f
TC625,TNST235,FC178,PS3,LN1,19,11,2019,19/11/19,f
TC649,TNST235,FC178,PS3,LN1,19,11,2019,19/11/19,f
TC1010,TNST245,FC191,PS3,LN1,20,11,2019,20/11/19,f
TC568,TNST245,FC174,PS3,LN1,20,11,2019,20/11/19,f
TC255,TNST265,FC174,PS3,LN1,20,11,2019,20/11/19,f
TC114,TNST128,FC106,PS1,LN1,21,11,2019,21/11/19,f
TC102,TNST136,FC101,#N/A,LN3,15,11,2019,15/11/19,f
TC766,TNST250,FC174,PS3,LN1,21,11,2019,21/11/19,f
TC1044,TNST245,FC197,PS3,LN1,21,11,2019,21/11/19,f
TC126,TNST126,FC113,PS1,LN1,19,11,2019,19/11/19,f
TC632,TNST247,FC188,PS3,LN1,19,11,2019,19/11/19,f
TC571,TNST247,FC177,PS3,LN1,19,11,2019,19/11/19,f
TC616,TNST235,FC184,PS3,LN1,19,11,2019,19/11/19,f
#N/A,TNST252,#N/A,PS3,LN1,21,11,2019,21/11/19,f
TC163,TNST108,FC102,PS3,LN1,21,11,2019,21/11/19,f
TC573,TNST248,FC178,PS3,LN1,21,11,2019,21/11/19,f
TC574,TNST248,#N/A,PS3,LN1,21,11,2019,21/11/19,f
TC123,TNST123,FC112,PS3,LN1,21,11,2019,21/11/19,f
TC113,TNST159,FC123,PS4,LN3,21,11,2019,21/11/19,f
TC270,TNST121,FC111,PS1,LN1,21,11,2019,21/11/19,f
TC212,TNST111,FC130,PS1,LN1,22,11,2019,22/11/19,f
TC648,TNST253,FC178,PS3,LN1,21,11,2019,21/11/19,f
TC716,TNST289,FC198,PS3,LN1,21,11,2019,21/11/19,f
TC731,TNST257,FC197,PS6,LN2,21,11,2019,21/11/19,f
TC575,TNST337,FC175,PS2,LN2,21,11,2019,21/11/19,f
TC731,TNST257,FC197,PS6,LN2,21,11,2019,21/11/19,f
TC653,TNST339,FC187,PS2,LN2,21,11,2019,21/11/19,f
TC148,TNST107,FC106,PS1,LN1,22,11,2019,22/11/19,f
TC209,TNST113,FC101,PS1,LN1,22,11,2019,22/11/19,f
TC1045,TNST134,FC111,PS1,LN1,22,11,2019,22/11/19,f
TC573,TNST191,FC178,PS1,LN1,21,11,2019,21/11/19,f
TC574,TNST191,#N/A,PS1,LN1,21,11,2019,21/11/19,f
TC625,TNST251,FC178,PS3,LN1,22,11,2019,22/11/19,f
TC188,TNST127,FC118,PS1,LN1,22,11,2019,22/11/19,f
TC1010,TNST222,FC191,PS1,LN1,22,11,2019,22/11/19,f
TC427,TNST222,FC175,PS1,LN1,22,11,2019,22/11/19,f
TC189,TNST154,FC103,PS4,LN3,20,11,2019,20/11/19,f
TC102,TNST132,FC101,PS1,LN1,21,11,2019,21/11/19,f
TC125,TNST126,FC112,PS3,LN1,22,11,2019,22/11/19,f
TC203,TNST132,FC103,PS1,LN1,21,11,2019,21/11/19,f
TC143,TNST149,FC118,PS4,LN3,17,11,2019,17/11/19,f
TC625,TNST280,FC178,PS6,LN2,21,11,2019,21/11/19,f
TC626,TNST175,FC167,PS7,LN4,22,11,2019,22/11/19,f
#N/A,TNST166,#N/A,PS4,LN3,21,11,2019,21/11/19,f
TC101,TNST144,FC101,PS4,LN3,21,11,2019,21/11/19,f
TC131,TNST343,FC112,PS1,LN1,12,9,2019,12/09/19,f
TC677,TNST276,FC182,PS6,LN2,22,11,2019,22/11/19,f
TC101,TNST126,FC101,PS3,LN1,20,11,2019,20/11/19,f
TC616,TNST235,FC184,PS3,LN1,19,11,2019,19/11/19,f
#N/A,TNST105,#N/A,PS3,LN1,20,11,2019,20/11/19,f
TC148,TNST342,FC106,PS2,LN2,22,11,2019,22/11/19,f
TC293,TNST127,FC104,PS1,LN1,22,11,2019,22/11/19,f
TC978,TNST235,FC203,PS3,LN1,19,11,2019,19/11/19,f
TC434,TNST273,FC203,PS2,LN2,22,11,2019,22/11/19,f
TC229,TNST134,FC131,PS1,LN1,22,11,2019,22/11/19,f
TC256,TNST109,FC118,PS3,LN1,22,11,2019,22/11/19,f
TC682,TNST248,FC197,PS3,LN1,7,11,2019,07/11/19,f
TC101,TNST123,FC101,PS3,LN1,22,11,2019,22/11/19,f
TC101,TNST123,FC101,PS1,LN1,22,11,2019,22/11/19,f
TC143,TNST115,FC118,PS1,LN1,22,11,2019,22/11/19,f
TC148,TNST151,FC106,PS4,LN3,22,11,2019,22/11/19,f
TC126,TNST102,FC113,PS1,LN1,22,11,2019,22/11/19,f
TC105,TNST116,FC101,PS1,LN1,22,11,2019,22/11/19,f
TC1049,TNST328,FC177,PS2,LN2,22,11,2019,22/11/19,f
TC461,TNST169,FC112,PS1,LN1,22,11,2019,22/11/19,f
TC625,TNST262,FC178,PS2,LN2,22,11,2019,22/11/19,f
TC625,TNST295,FC178,PS6,LN2,22,11,2019,22/11/19,f
TC612,TNST260,FC191,PS3,LN1,23,11,2019,23/11/19,f
TC682,TNST328,FC197,PS2,LN2,22,11,2019,22/11/19,f
TC853,TNST284,FC197,PS2,LN2,22,11,2019,22/11/19,f
TC964,TNST337,FC183,PS2,LN2,22,11,2019,22/11/19,f
TC132,TNST113,FC110,PS1,LN1,23,11,2019,23/11/19,f
TC101,TNST139,FC101,PS4,LN3,23,11,2019,23/11/19,f
TC617,TNST332,FC184,PS2,LN2,23,11,2019,23/11/19,f
TC203,TNST169,FC103,PS1,LN1,23,11,2019,23/11/19,f
TC670,TNST309,FC186,PS3,LN1,23,11,2019,23/11/19,f
TC317,TNST125,FC127,PS1,LN1,22,11,2019,22/11/19,f
TC101,TNST134,FC101,PS1,LN1,23,11,2019,23/11/19,f
TC571,TNST247,FC177,PS3,LN1,23,11,2019,23/11/19,f
TC200,TNST124,FC116,PS1,LN1,23,11,2019,23/11/19,f
TC148,TNST116,FC106,PS1,LN1,23,11,2019,23/11/19,f
TC1033,TNST101,FC103,PS3,LN1,8,9,2019,08/09/19,f
TC793,TNST266,FC190,PS3,LN1,7,9,2019,07/09/19,f
TC710,TNST261,FC185,PS2,LN2,22,11,2019,22/11/19,f
TC708,TNST261,FC185,PS2,LN2,22,11,2019,22/11/19,f
TC879,TNST261,FC185,PS2,LN2,22,11,2019,22/11/19,f
TC592,TNST246,FC178,PS3,LN1,9,9,2019,09/09/19,f
TC1033,TNST126,FC103,PS3,LN1,12,9,2019,12/09/19,f
TC153,TNST105,FC103,PS3,LN1,12,9,2019,12/09/19,f
TC637,TNST246,FC186,PS3,LN1,9,9,2019,09/09/19,f
TC648,TNST280,FC178,PS6,LN2,22,11,2019,22/11/19,f
TC658,TNST280,FC179,PS6,LN2,22,11,2019,22/11/19,f
TC625,TNST232,FC178,PS6,LN2,22,11,2019,22/11/19,f
TC573,TNST280,FC178,PS6,LN2,22,11,2019,22/11/19,f
TC574,TNST280,FC178,PS6,LN2,22,11,2019,22/11/19,f
TC589,TNST315,FC181,PS9,LN5,23,11,2019,23/11/19,f
TC317,TNST115,FC127,PS1,LN1,23,11,2019,23/11/19,f
TC203,TNST127,FC103,PS1,LN1,22,11,2019,22/11/19,f
TC203,TNST127,FC103,PS1,LN1,22,11,2019,22/11/19,f
TC1130,TNST247,FC177,PS3,LN1,23,11,2019,23/11/19,f
TC715,TNST229,FC197,PS6,LN2,23,11,2019,23/11/19,f
#N/A,TNST273,#N/A,PS2,LN2,23,11,2019,23/11/19,f
TC713,TNST262,FC203,PS2,LN2,22,11,2019,22/11/19,f
TC916,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC573,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC574,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC648,TNST268,FC178,PS6,LN2,23,11,2019,23/11/19,f
TC621,TNST273,FC185,PS2,LN2,23,11,2019,23/11/19,f
TC588,TNST206,FC210,PS7,LN4,23,11,2019,23/11/19,f
TC567,TNST178,FC192,PS7,LN4,23,11,2019,23/11/19,f
TC253,TNST106,FC127,PS1,LN1,23,11,2019,23/11/19,f
TC614,TNST241,FC179,PS1,LN1,24,11,2019,24/11/19,f
TC213,TNST169,FC105,PS1,LN1,24,11,2019,24/11/19,f
TC430,TNST115,FC127,PS1,LN1,24,11,2019,24/11/19,f
TC670,TNST242,FC186,PS3,LN1,23,11,2019,23/11/19,f
TC284,TNST123,FC113,PS3,LN1,23,11,2019,23/11/19,f
TC1036,TNST105,FC123,PS3,LN1,23,11,2019,23/11/19,f
TC213,TNST101,FC105,PS3,LN1,23,11,2019,23/11/19,f
TC670,TNST266,FC186,PS3,LN1,23,11,2019,23/11/19,f
TC916,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC573,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC574,TNST258,FC178,PS2,LN2,23,11,2019,23/11/19,f
TC641,TNST185,FC170,PS7,LN4,24,11,2019,24/11/19,f
TC722,TNST268,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC648,TNST268,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC256,TNST141,FC118,PS4,LN3,21,11,2019,21/11/19,f
TC573,TNST272,FC178,PS6,LN2,23,11,2019,23/11/19,f
TC574,TNST272,FC178,PS6,LN2,23,11,2019,23/11/19,f
TC671,TNST295,FC184,PS6,LN2,24,11,2019,24/11/19,f
TC575,TNST295,FC175,PS6,LN2,24,11,2019,24/11/19,f
TC790,TNST207,FC172,PS8,LN5,22,11,2019,22/11/19,f
TC641,TNST321,FC164,PS9,LN5,24,11,2019,24/11/19,f
TC616,TNST235,FC184,PS3,LN1,19,11,2019,19/11/19,f
TC148,TNST342,FC106,PS2,LN2,24,11,2019,24/11/19,f
TC653,TNST287,FC177,PS2,LN2,24,11,2019,24/11/19,f
TC101,TNST101,FC101,PS3,LN1,24,11,2019,24/11/19,f
TC165,TNST345,FC103,PS1,LN1,24,11,2019,24/11/19,f
TC1010,TNST245,FC191,PS3,LN1,24,11,2019,24/11/19,f
TC674,TNST223,FC178,PS2,LN2,24,11,2019,24/11/19,f
TC1005,TNST305,FC184,PS2,LN2,24,11,2019,24/11/19,f
TC575,TNST305,FC197,PS2,LN2,24,11,2019,24/11/19,f
TC648,TNST284,FC178,PS2,LN2,24,11,2019,24/11/19,f
TC648,TNST308,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC441,TNST262,FC199,PS2,LN2,24,11,2019,24/11/19,f
TC1046,TNST239,FC183,PS3,LN1,2,11,2019,02/11/19,f
TC653,TNST327,FC177,PS2,LN2,24,11,2019,24/11/19,f
TC101,TNST101,FC101,PS3,LN1,14,11,2019,14/11/19,f
#N/A,TNST327,#N/A,PS2,LN2,24,11,2019,24/11/19,f
TC129,TNST123,FC107,PS3,LN1,14,11,2019,14/11/19,f
#N/A,TNST270,#N/A,PS3,LN1,13,11,2019,13/11/19,f
TC670,TNST332,FC186,PS2,LN2,24,11,2019,24/11/19,f
TC714,TNST240,FC185,PS3,LN1,13,11,2019,13/11/19,f
TC573,TNST244,FC178,PS3,LN1,2,11,2019,02/11/19,f
TC625,TNST309,FC178,PS3,LN1,25,11,2019,25/11/19,f
TC625,TNST224,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC807,TNST303,FC184,PS6,LN2,24,11,2019,24/11/19,f
TC625,TNST228,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC615,TNST252,FC184,PS3,LN1,25,11,2019,25/11/19,f
TC611,TNST245,FC186,PS3,LN1,25,11,2019,25/11/19,f
TC508,TNST252,FC159,PS3,LN1,25,11,2019,25/11/19,f
TC597,TNST245,FC174,PS3,LN1,25,11,2019,25/11/19,f
TC434,TNST250,FC203,PS3,LN1,25,11,2019,25/11/19,f
TC616,TNST235,FC184,PS3,LN1,25,11,2019,25/11/19,f
TC589,TNST174,#N/A,PS7,LN4,25,11,2019,25/11/19,f
TC709,TNST245,FC185,PS3,LN1,25,11,2019,25/11/19,f
TC508,TNST250,FC159,PS3,LN1,25,11,2019,25/11/19,f
TC591,TNST250,FC159,PS3,LN1,25,11,2019,25/11/19,f
TC1006,TNST174,#N/A,PS7,LN4,25,11,2019,25/11/19,f
TC632,TNST296,FC188,PS6,LN2,25,11,2019,25/11/19,f
TC602,TNST293,FC159,PS2,LN2,25,11,2019,25/11/19,f
TC825,TNST340,FC179,PS2,LN2,25,11,2019,25/11/19,f
TC148,TNST123,FC106,PS3,LN1,20,11,2019,20/11/19,f
TC1010,TNST239,FC191,PS3,LN1,19,11,2019,19/11/19,f
TC1010,TNST239,FC191,PS3,LN1,19,11,2019,19/11/19,f
TC555,TNST126,FC104,PS3,LN1,19,11,2019,19/11/19,f
#N/A,TNST294,#N/A,PS3,LN1,24,11,2019,24/11/19,f
TC125,TNST109,FC112,PS3,LN1,22,11,2019,22/11/19,f
TC899,TNST201,FC210,PS8,LN5,25,11,2019,25/11/19,f
#N/A,TNST321,FC192,PS9,LN5,26,11,2019,26/11/19,f
TC555,TNST203,FC180,PS8,LN5,27,11,2019,27/11/19,f
TC1048,TNST313,#N/A,PS9,LN5,29,11,2019,29/11/19,f
TC580,TNST226,FC166,PS8,LN5,29,11,2019,29/11/19,f
TC588,TNST314,FC210,PS9,LN5,30,11,2019,30/11/19,f
TC1050,TNST310,FC166,PS9,LN5,2,12,2019,02/12/19,f
TC847,TNST234,FC189,PS8,LN5,3,12,2019,03/12/19,f
TC583,TNST317,#N/A,PS9,LN5,6,12,2019,06/12/19,f
#N/A,TNST286,#N/A,PS3,LN1,24,11,2019,24/11/19,f
TC683,TNST243,FC179,PS3,LN1,24,11,2019,24/11/19,f
TC853,TNST293,FC197,PS2,LN2,25,11,2019,25/11/19,f
TC1008,TNST227,FC163,PS8,LN5,25,11,2019,25/11/19,f
TC649,TNST309,FC178,PS3,LN1,25,11,2019,25/11/19,f
TC103,TNST108,FC123,PS3,LN1,25,11,2019,25/11/19,f
TC622,TNST288,FC179,PS2,LN2,25,11,2019,25/11/19,f
TC612,TNST223,FC175,PS2,LN2,25,11,2019,25/11/19,f
TC103,TNST144,FC123,PS4,LN3,25,11,2019,25/11/19,f
TC102,TNST136,FC101,#N/A,LN3,25,11,2019,25/11/19,f
TC125,TNST126,FC112,PS3,LN1,25,11,2019,25/11/19,f
TC391,TNST105,FC106,PS3,LN1,25,11,2019,25/11/19,f
#N/A,TNST284,#N/A,PS2,LN2,25,11,2019,25/11/19,f
TC994,TNST333,FC207,PS2,LN2,25,11,2019,25/11/19,f
TC915,TNST234,FC189,PS8,LN5,26,11,2019,26/11/19,f
TC608,TNST289,FC186,PS3,LN1,26,11,2019,26/11/19,f
TC1143,TNST328,FC176,PS2,LN2,25,11,2019,25/11/19,f
TC568,TNST269,FC174,PS2,LN2,26,11,2019,26/11/19,f
TC608,TNST239,FC186,PS3,LN1,26,11,2019,26/11/19,f
#N/A,TNST321,FC192,PS9,LN5,26,11,2019,26/11/19,f
TC425,TNST217,FC172,PS8,LN5,27,11,2019,27/11/19,f
TC915,TNST188,#N/A,PS8,LN5,30,11,2019,30/11/19,f
#N/A,TNST313,FC170,PS9,LN5,28,11,2019,28/11/19,f
TC585,TNST203,FC166,PS8,LN5,3,12,2019,03/12/19,f
TC565,TNST225,#N/A,PS8,LN5,5,12,2019,05/12/19,f
TC596,TNST225,#N/A,PS8,LN5,5,12,2019,05/12/19,f
TC556,TNST236,FC181,PS8,LN5,8,12,2019,08/12/19,f
TC641,TNST219,FC170,PS8,LN5,8,12,2019,08/12/19,f
TC1048,TNST313,FC170,PS9,LN5,12,12,2019,12/12/19,f
TC662,TNST251,FC197,PS3,LN1,26,11,2019,26/11/19,f
TC102,TNST167,FC101,PS4,LN3,25,11,2019,25/11/19,f
TC611,TNST266,FC186,PS3,LN1,26,11,2019,26/11/19,f
TC189,TNST152,FC103,PS4,LN3,25,11,2019,25/11/19,f
TC125,TNST105,FC112,PS3,LN1,26,11,2019,26/11/19,f
TC676,TNST299,FC184,PS6,LN2,25,11,2019,25/11/19,f
TC789,TNST280,FC178,PS6,LN2,24,11,2019,24/11/19,f
TC694,TNST293,FC197,PS2,LN2,26,11,2019,26/11/19,f
#N/A,TNST176,#N/A,PS7,LN4,26,11,2019,26/11/19,f
TC710,TNST271,FC185,PS6,LN2,25,11,2019,25/11/19,f
TC1033,TNST105,FC103,PS3,LN1,26,11,2019,26/11/19,f
TC123,TNST105,FC112,PS3,LN1,26,11,2019,26/11/19,f
TC630,TNST293,FC159,PS2,LN2,25,11,2019,25/11/19,f
TC508,TNST293,FC159,PS2,LN2,25,11,2019,25/11/19,f
TC591,TNST293,FC159,PS2,LN2,26,11,2019,26/11/19,f
TC514,TNST126,FC113,PS1,LN1,26,11,2019,26/11/19,f
TC101,TNST126,FC101,PS3,LN1,26,11,2019,26/11/19,f
#N/A,TNST227,FC166,PS8,LN5,26,11,2019,26/11/19,f
TC560,TNST215,FC168,PS8,LN5,26,11,2019,26/11/19,f
TC105,TNST163,FC101,PS4,LN3,24,11,2019,24/11/19,f
TC208,TNST165,FC118,PS4,LN3,24,11,2019,24/11/19,f
TC591,TNST244,FC159,PS3,LN1,23,10,2019,23/10/19,f
TC591,TNST286,FC159,PS3,LN1,13,10,2019,13/10/19,f
TC642,TNST252,FC197,PS3,LN1,30,10,2019,30/10/19,f
TC617,TNST328,FC177,PS2,LN2,26,11,2019,26/11/19,f
TC632,TNST284,FC188,PS2,LN2,26,11,2019,26/11/19,f
TC573,TNST242,FC178,PS3,LN1,26,11,2019,26/11/19,f
TC597,TNST278,FC174,PS2,LN2,26,11,2019,26/11/19,f
TC434,TNST243,FC203,PS3,LN1,27,11,2019,27/11/19,f
TC667,TNST243,FC184,PS3,LN1,27,11,2019,27/11/19,f
TC391,TNST123,FC106,PS3,LN1,27,11,2019,27/11/19,f
TC111,TNST123,FC101,PS3,LN1,27,11,2019,27/11/19,f
TC573,TNST254,FC178,PS6,LN2,25,11,2019,25/11/19,f
TC574,TNST254,FC178,PS6,LN2,25,11,2019,25/11/19,f
TC677,TNST254,FC182,PS6,LN2,25,11,2019,25/11/19,f
TC969,TNST243,FC178,PS3,LN1,27,11,2019,27/11/19,f
TC692,TNST276,FC177,PS6,LN2,26,11,2019,26/11/19,f
TC1114,TNST243,FC186,PS3,LN1,27,11,2019,27/11/19,f
TC661,TNST300,FC179,PS6,LN2,26,11,2019,26/11/19,f
TC648,TNST229,FC178,PS6,LN2,26,11,2019,26/11/19,f
TC103,TNST155,FC102,PS4,LN3,26,11,2019,26/11/19,f
TC714,TNST242,FC185,PS3,LN1,30,10,2019,30/10/19,f
TC115,TNST130,FC106,PS4,LN3,27,11,2019,27/11/19,f
TC125,TNST126,FC112,PS3,LN1,31,10,2019,31/10/19,f
#N/A,TNST316,#N/A,PS9,LN5,27,11,2019,27/11/19,f
TC633,TNST208,FC183,PS3,LN1,8,11,2019,08/11/19,f
TC1041,TNST105,FC103,PS3,LN1,7,11,2019,07/11/19,f
TC148,TNST344,FC106,PS1,LN1,7,11,2019,07/11/19,f
TC615,TNST248,FC184,PS3,LN1,7,11,2019,07/11/19,f
TC571,TNST283,FC177,PS3,LN1,27,11,2019,27/11/19,f
TC616,TNST283,FC184,PS3,LN1,27,11,2019,27/11/19,f
TC166,TNST344,FC112,PS1,LN1,27,11,2019,27/11/19,f
TC685,TNST191,FC177,PS1,LN1,27,11,2019,27/11/19,f
TC685,TNST191,FC177,PS1,LN1,27,11,2019,27/11/19,f
TC251,TNST343,FC113,PS1,LN1,27,11,2019,27/11/19,f
TC127,TNST102,FC105,PS1,LN1,27,11,2019,27/11/19,f
TC101,TNST107,FC101,PS1,LN1,27,11,2019,27/11/19,f
TC103,TNST119,FC102,PS1,LN1,27,11,2019,27/11/19,f
TC571,TNST172,FC177,PS1,LN1,27,11,2019,27/11/19,f
TC571,TNST222,FC177,PS1,LN1,27,11,2019,27/11/19,f
TC916,TNST259,FC178,PS2,LN2,27,11,2019,27/11/19,f
TC573,TNST259,FC178,PS2,LN2,27,11,2019,27/11/19,f
TC574,TNST259,FC178,PS2,LN2,27,11,2019,27/11/19,f
TC164,TNST163,FC103,PS4,LN3,27,11,2019,27/11/19,f
#N/A,TNST179,#N/A,PS7,LN4,27,11,2019,27/11/19,f
TC697,TNST303,FC198,PS6,LN2,27,11,2019,27/11/19,f
#N/A,TNST305,#N/A,PS2,LN2,27,11,2019,27/11/19,f
TC653,TNST283,FC177,PS3,LN1,27,11,2019,27/11/19,f
TC670,TNST332,FC186,PS2,LN2,27,11,2019,27/11/19,f
TC658,TNST208,FC179,PS3,LN1,27,11,2019,27/11/19,f
TC123,TNST111,FC112,PS1,LN1,28,11,2019,28/11/19,f
TC608,TNST289,FC186,PS3,LN1,28,11,2019,28/11/19,f
TC682,TNST283,FC197,PS3,LN1,28,11,2019,28/11/19,f
#N/A,TNST320,#N/A,PS7,LN4,27,11,2019,27/11/19,f
TC166,TNST112,FC112,PS1,LN1,20,11,2019,20/11/19,f
TC571,TNST240,FC177,PS3,LN1,28,11,2019,28/11/19,f
TC674,TNST308,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC669,TNST222,FC179,PS1,LN1,28,11,2019,28/11/19,f
TC1069,TNST228,FC188,PS6,LN2,27,11,2019,27/11/19,f
TC573,TNST271,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC574,TNST271,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC573,TNST300,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC574,TNST300,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC214,TNST103,FC112,PS1,LN1,26,11,2019,26/11/19,f
TC573,TNST301,FC178,PS6,LN2,27,11,2019,27/11/19,f
TC391,TNST123,FC106,PS3,LN1,28,11,2019,28/11/19,f
TC1045,TNST123,FC111,PS3,LN1,28,11,2019,28/11/19,f
TC166,TNST121,FC112,PS1,LN1,26,11,2019,26/11/19,f
TC166,TNST115,FC112,PS1,LN1,26,11,2019,26/11/19,f
TC679,TNST228,FC198,PS6,LN2,28,11,2019,28/11/19,f
TC816,TNST240,FC183,PS3,LN1,28,11,2019,28/11/19,f
TC630,TNST242,FC159,PS3,LN1,28,11,2019,28/11/19,f
TC102,TNST136,FC101,#N/A,LN3,27,11,2019,27/11/19,f
TC715,TNST292,FC197,PS2,LN2,27,11,2019,27/11/19,f
TC189,TNST152,FC103,PS4,LN3,27,11,2019,27/11/19,f
TC123,TNST109,FC112,PS3,LN1,28,11,2019,28/11/19,f
TC194,TNST342,FC112,PS2,LN2,28,11,2019,28/11/19,f
TC274,TNST331,FC127,PS2,LN2,14,11,2019,14/11/19,f
